title,description,symbol,sentiment
Amazon is hauling cargo in self-driving trucks developed by Embark,Embark and other firms working on self-driving trucks aim to alleviate industry pains by making existing truck drivers safer and more efficient. Amazon is using Embark's trucks for some loads.,AMZN,
"Business not as usual: What changes for Amazon, Flipkart from tomorrow","To continue operating, Amazon and Walmart will now have to turn their sites in India into digital bazaars for independent merchants, becoming more like eBay",AMZN,
OPINION: Tesla's 2019 becoming a matter of flourish or fold,"Trouble is, it took cost cuts at the $53 billion electric-car maker to eke out even that, which was less than half the profit in the previous three months - itself Tesla's first black ink in ages",TSLA,
'This story is starting to get good' ? here's what analysts think about Facebook's blowout earnings,Analysts think Facebook fears were overblown going into this earnings report.,FB,
"This stock, up 155% from its low, has more room to run, technician says","AMD is seeing wild swings, but one technician says the trading pattern has promise for a big move higher.",AMD,
"Stocks making the biggest moves premarket: DowDuPont, GE, Tesla, Facebook & more",Names on the move ahead of the open.,FB,
Analysts are unnerved by surprise exit of Tesla CFO: 'Significant loss of institutional knowledge',Tesla's announcement on Wednesday that the company's chief financial officer is retiring has unnerved Wall Street's top analysts.,TSLA,
"US STOCKS-Futures steady after Fed update, Facebook earnings","* Futures: Dow off 0.10 pct, S&P up 0.10 pct, Nasdaq up 0.53
pct
  
",FB,
Here's what to expect from Amazon's fourth-quarter earnings report after the bell,Concerns of slowing growth could be a focus when Amazon reports its fourth-quarter earnings report on Thursday.,AMZN,
Facebook shares rise as products back in focus after strong Q4,"After 18 months of distraction defending
itself over privacy and its role as a platform for electoral
manipulation, Facebook Inc is focusing squarely on
products after its strong fourth-quarter results won back
investors, who sent its shares up nearly 12 percent on Thursday.
  
",FB,
US STOCKS-S&P 500 set to open flat after Fed update; trade worries remain,"* Facebook surges after upbeat 4th-qtr, boosts Nasdaq
futures
  
",FB,
"US STOCKS SNAPSHOT-Facebook lifts Nasdaq, S&P at open; downbeat earnings weigh on Dow","The S&P 500 and the Nasdaq opened higher
on Thursday on upbeat results from Facebook Inc,
extending a rally after the Federal Reserve's pledge to be
patient on further interest rate hikes, while the Dow was held
lower by a spate of downbeat earnings reports.
  
",FB,
EXPLAINER-What are India's new foreign direct investment rules for e-commerce?,"India late last year modified
foreign direct investment (FDI) rules for its burgeoning
e-commerce sector that has attracted  Walmart Inc and
Amazon.com Inc, creating new hurdles for both global
retail giants.
  
",AMZN,
"Walmart, Amazon scrambling to comply with India's new e-commerce rules","Walmart Inc-owned
Flipkart and Amazon.com Inc's Indian unit are rushing
to rejig ownership structures and rework some key vendor
relationships, as they seek to comply with new Indian e-commerce
curbs without disrupting their businesses.
  
",AMZN,
"US STOCKS-S&P, Nasdaq boosted by Facebook results; eyes on trade talks","* Dow off 0.44 pct, S&P up 0.37 pct, Nasdaq jumps 0.95 pct
(Updates to open)
  
",FB,
Tech lobby takes India to task over plans to police online content,"An Asian internet lobby group,
whose members include Alphabet's Google and Facebook
, on Thursday criticised India's plans to regulate social
media content.
  
",FB,
"GLOBAL MARKETS-Fed pause sets stocks for best January on record, yields fall","Global equity markets mostly
rose on Thursday, propelled by Facebook's stellar earnings and
the Federal Reserve's pledge to be patient in raising borrowing
costs further, while U.S. bond yields fell on indications of
weaker than expected inflation.
  
",FB,
"US STOCKS-S&P, Nasdaq extend rally after Facebook earnings, trade talks eyed","* Dow off 0.24 pct, S&P up 0.69 pct, Nasdaq jumps 1.33 pct
(Updates to early afternoon)
  
",FB,
Amazon takes numerous products off its India website to comply with new rules-sources,"Amazon.com
began removing a wide array of products from its India website
late on Thursday to comply with the country's new foreign
investment curbs that kick in from Feb. 1, two sources with
direct knowledge of the matter told Reuters.
  
",AMZN,
"BRIEF-Facebook Removes 783 Pages, Groups, Accounts For ""Coordinated Inauthentic Behavior From Iran""","* FACEBOOK SAYS REMOVING COORDINATED INAUTHENTIC BEHAVIOR
FROM
IRAN
  
",FB,
Facebook removes more accounts tied to Iran,"Facebook Inc said on Thursday it
removed pages, groups and accounts tied to Iran for using and
coordinating fake accounts.
  
",FB,
UPDATE 2-Amazon removes numerous products from India site as new e-commerce rules bite,"* Amazon, Walmart and Washington had all lobbied against
changes
  
",AMZN,
Amazon and Walmart are about to take a big hit in India,"India is the world's biggest emerging digital economy, and Silicon Valley's top companies have invested huge sums to cash in on it. Now new regulations are threatening their business.",AMZN,
"US STOCKS SNAPSHOT-Wall St closes higher with help from Facebook, Fed","Wall Street extended its rally on
Thursday as strong earnings from Facebook Inc added to
optimism after the Federal Reserve's dovish remarks the previous
day, while investors waited for the outcome of U.S.-China trade
talks.
  
",FB,
Tesla's shrinking growth machine,"
    The biggest thing underpinning Tesla's valuation is the promise of growth. And the biggest head-scratcher to emerge over the course of January concerns how that growth is being funded. On Wednesday's earnings call, the company managed to not so much bury the lead as entomb it.  ",TSLA,
Let users sell their data to Facebook,"
    IT IS easy to be outraged by the revelation that Facebook has been paying users between the ages of 13 and 35 up to US$20 a month to allow practically unlimited access to their smartphone usage data. But outrage about the social media giant is so 2017. The latest dubious practice could be an opportunity to consider a more finely tuned business model than the one that Facebook uses today.  ",FB,
"GLOBAL MARKETS- World stocks post best January on record, yields fall","Global equity markets mostly
rose on Thursday, fueled by upbeat  Facebook earnings and the
Federal Reserve's pledge to be patient in raising borrowing
costs further, while U.S. bond yields fell on indications of
weaker-than-expected inflation.
  
",FB,
UPDATE 3-Amazon removes numerous products from India site as new e-commerce rules bite,"* Amazon, Walmart and Washington had all lobbied against
changes
  
",AMZN,
Facebook likely to face two more state probes on privacy issues- Bbg,"Facebook Inc could be subjected to
at least two more state probes in the United States on the
alleged mishandling of user data, Bloomberg reported https://www.bloomberg.com/news/articles/2019-01-31/facebook-privacy-lapses-said-to-be-target-of-more-probes-in-u-s
on Thursday.
  
",FB,
UPDATE 1-Facebook likely to face two more state probes on privacy issues- Bbg,"Facebook Inc could be subjected to
at least two more state probes in the United States on the
alleged mishandling of user data, Bloomberg reported https://www.bloomberg.com/news/articles/2019-01-31/facebook-privacy-lapses-said-to-be-target-of-more-probes-in-u-s
on Thursday.
  
",FB,
UPDATE 1-French regulator orders Google to review ads policies,"France's competition
regulator on Thursday ordered Alphabet Inc's Google to
review its policies and procedures for blocking certain ads,
saying that its actions against French firm Amadeus may have
been anti-competitive.
  
",GOOGL,
Apple busts FB for distributing data-sucking research app,,AAPL,
"Google, JD, and Tencent lead first close of Gojek?s series F funding","
    GOJEK announced on Friday the close of the initial portion of its ongoing series F round led by existing investors Google, JD, and Tencent. Other participants include Mitsubishi Corporation and Provident Capital.  ",GOOGL,
UPDATE 4-Amazon pulls numerous products from India website as new e-commerce rules bite,"* Amazon, Walmart and Washington had all lobbied against
changes
  
",AMZN,
"E-commerce norms to hurt consumers, pricing: Amazon CFO Brian Olsavsky",,AMZN,
UPDATE 1-Tesla begins sales of cheaper Model 3 car in China,"U.S. electric vehicle
maker Tesla Inc said it will start taking orders in
China on Friday for a lower-priced version of its Model 3 car,
as it seeks to accelerate China sales hit by trade friction
between Washington and Beijing.
  
",TSLA,
Tesla starts selling cheaper Model 3 car in China,"U.S. electric carmaker Tesla Inc
said it will start taking orders in China on Friday for
a lower-priced version of its Model 3 vehicle, whose price will
start at 433,000 yuan  ($64,300.56).
  
",TSLA,
