date,title,description
2/14/19 5:00,"Pineapple Express's biggest punch, set to hit water-logged California","The worst of the rain, snow, and winds carried by the so-called Pineapple Express, a river of warm air loaded with moisture, will hit California on Thursday and stick around at least through Friday, forecasters said.
  
"
2/14/19 6:34,Hacked apps on iPhones may hit Apple's revenue,"Illicit software distributors such as TutuApp, Panda Helper, AppValley and TweakBox have found ways to use digital certificates to get access to a program Apple introduced to let corporations distribute business apps to their employees without going through Apple?s tightly controlled App Store."
2/14/19 9:00,"Pirates found a way to load paid apps on iPhones for free, and Apple could be losing money","Software pirates have made pirated versions of legitimate apps, like Spotify, Reuters found."
2/14/19 9:02,"Apple lost its patent spat with Qualcomm in Germany, and will change how it sells the iPhone there",Apple said Thursday that it will resume selling older iPhone models in its stores in Germany.
2/14/19 10:30,UPDATE 2-Apple to ship iPhones with only Qualcomm chips to German stores,"Apple Inc said Thursday that it
will resume selling older iPhone models in its stores in
Germany, where they were banned last year due to a patent
infringement ruling.
  
"
2/14/19 11:30,UPDATE 1-Pineapple Express's biggest punch set to hit water-logged California,"The worst of the rain, snow, and winds
carried by the so-called Pineapple Express, a river of warm air
loaded with moisture, will hit California on Thursday and stick
around at least through Friday, forecasters said.
  
"
2/14/19 15:30,"Big hedge funds dumped China stocks, Apple as market tumbled","Prominent hedge fund managers
sold out of Chinese technology stocks and dumped Silicon Valley
giants like Apple Inc and Facebook Inc while
global stock markets cratered during the fourth quarter,
according to securities filings released on Thursday.
  
"
2/14/19 18:00,"UPDATE 1-Big hedge funds dumped China stocks, Apple as market tumbled","Prominent hedge fund managers
sold out of Chinese technology stocks and dumped Silicon Valley
giants like Apple Inc and Facebook Inc while
global stock markets cratered during the fourth quarter,
according to securities filings released on Thursday.
  
"
2/14/19 19:00,"UPDATE 2-Big hedge funds dumped China stocks, Apple as market tumbled","Prominent hedge fund managers
sold out of Chinese technology stocks and dumped Silicon Valley
majors such as Apple Inc and Facebook Inc while
global stock markets cratered during the fourth quarter,
according to securities filings released on Thursday.
  
"
2/14/19 19:30,"UPDATE 3-Big hedge funds dumped China stocks, Apple as market tumbled","Prominent hedge fund managers
sold out of Chinese technology stocks and dumped Silicon Valley
majors such as Apple Inc and Facebook Inc while
global stock markets cratered during the fourth quarter,
according to securities filings released on Thursday.
  
"
2/15/19 10:02,"Berkshire trimmed its Apple stake, but it reportedly wasn't Buffett's idea","Berkshire Hathaway decreased its stake in Apple by nearly 3 million shares, to 249.5 million, in the fourth quarter, but Warren Buffett reportedly had nothing to do with the selling."
2/15/19 10:02,Apple reportedly bought an AI marketing start-up as it looks for opportunities beyond the iPhone,"Apple acquired AI marketing startup DataTiger, according to Bloomberg."
2/15/19 12:30,"Apple's biggest mistake under Tim Cook has been not buying Netflix, strategist says",A strategist told CNBC Friday that Apple needed to acquire a leading production studio to boost its services business with original content.
2/15/19 16:14,"Ivanka Trump, Apple's Tim Cook Push STEM, Computer Science Education","But a visit to an Idaho school district by Ivanka Trump and Apple CEO Tim Cook to tout STEM initiatives prompted a small protest about the overuse of technology.
   
"
2/15/19 22:01,Epic CEO Judy Faulkner: We would never sell to Apple,"Judy Faulkner is not going to sell her company Epic Systems to Apple anytime soon. ""We're not going to do that,"" she said at a conference this week."
2/16/19 1:31,Why smartphone sales have taken a beating,Apple said at the beginning of the year that it will see lower sales than earlier expected due to slowing iPhone sales and challenges in China.
2/16/19 16:30,"Apple hires an ex-Microsoft exec to revamp its smart home business, and catch up to Google, Amazon",Apple just brought on a new leader for its home unit.
2/17/19 11:00,Apple and Amazon could be the next to disrupt ETFs,"Are tech titans about to enter the world of ETFs? One financial expert says it's ""inevitable."""
2/18/19 0:00,Here's why Apple is cutting iPhone prices in China,Apple's iPhone is highly expensive compared to comparable products sold in China.
2/18/19 9:30,Top Apple analyst Kuo outlines the new products he thinks Apple will launch this year,Top Apple analyst Ming-Chi Kuo outlined the products he thinks Apple will launch in 2019.
2/18/19 23:30,"Flipkart mobile bonanza sale: Deals on Samsung, Apple, Xiaomi, Asus, & more","The Flipkart mobile bonanza sale is currently live and would continue until February 23. Find out the deals on smartphones from Samsung, Apple, Xiaomi, Asus, and more"
2/19/19 5:35,Wacom finally releases Apple Pencil-style pen,Wacom updates its Pro Pen stylus for a thinner feel that may be familiar to iPad Pro creators.
2/19/19 7:30,Wacom finally releases an Apple Pencil-style pen,"Wacom is releasing a thinner version of its Pro Pen stylus, which may feel familiar to iPad Pro owners ? but it's not available everywhere."
2/19/19 9:01,Apple's priorities are shifting as iPhone sales continue to sink,"Apple has made several moves in recent months to boost offerings outside the iPhone, such as artificial intelligence and health."
2/19/19 11:35,"SoundCloud Now Lets You Distribute Your Music to Spotify, Apple Music",Open beta is now available to all SoundCloud Pro subscribers
2/19/19 21:30,Qualcomm urges U.S. regulators to reverse course and ban some iPhones,"Qualcomm Inc is urging U.S.
trade regulators to reverse a judge's ruling and ban the import
of some Apple Inc iPhones in a long-running patent
fight between the two companies.
  
"
2/20/19 2:01,Black Keys? Patrick Carney Announces Debut Album From His New Band Sad Planets,"The duo of Carney and John Petkovic (Death of Samantha, Sweet Apple) release ?Not of This World?"
2/20/19 8:00,"Stocks making the biggest moves premarket: CVS Health, Garmin, Gannett, Apple & more",Names on the move ahead of the open.
2/20/19 8:34,How Samsung has redesigned its interface to be more like Apple and less like Android,Samsung's new One UI interface may be the clean break from Android the giant has always wanted.
2/20/19 9:00,"Tesla is fairly priced to get bought by a tech giant like Apple, fund manager says","Tesla is ""quite possibly going to get bought out"" by a large tech player like Apple, according to one fund manager."
2/20/19 17:00,"Apple has been dethroned as most innovative company ? here are the top 10, from Fast Company","Apple is no longer the No. 1 innovative company in the world, according to the latest ranking by Fast Company. The new list for 2019 is now out ? and has non-U.S. companies in the top two spots."
2/20/19 17:02,More transparency sought for foreign worker criteria,"
    BUSINESSES are calling for the government to shed more light on the required criteria to bring in foreign workers with ""specialised skills that are in demand globally"" as they continue to grapple with talent gaps.  "
2/20/19 18:10,"UPDATE 4-Samsung announces folding phone with 5G -- at nearly $2,000","Samsung Electronics Co Ltd
on Wednesday unveiled a nearly $2,000 folding
smartphone in a bid to top the technology of Apple Inc
and Chinese rivals and reignite consumer interest in a massive
consumer electronics category that had its worst sales ever last
year.
  
"
2/20/19 18:30,Samsung is making the same mistakes as Apple did with its new phones,Samsung just announced its Galaxy S10 family of phones but it is making the same mistakes as Apple.
2/20/19 20:00,"UPDATE 5-Samsung announces folding phone with 5G -- at nearly $2,000","Samsung Electronics
Co Ltd on Wednesday unveiled a nearly $2,000 folding
smartphone in a bid to top the technology of Apple Inc
and Chinese rivals and reignite consumer interest amid slumping
sales.
  
"
2/20/19 22:30,Which is better? How Samsung's New Galaxy S10 compares to the iPhone XS Max,"The Samsung flagship goes on sale just a few months after Apple's revamped competitor, so which is better?"
2/21/19 2:31,Fewer Kisan Credit Card borrowers as banks grapple with NPAs in farm sector,"Several public banks are now focusing on agriculture infrastructure credit, like warehouses and cold storages, while the growth in KCC loans remains muted"
2/21/19 4:00,Samsung and Apple are losing ground to Huawei because their phones are too expensive,Research released by Gartner shows China's Huawei is gaining ground over major rivals like Samsung and Apple.
2/21/19 8:00,"Stocks making the biggest moves premarket: Hormel, Apple, Nike, Domino's Pizza & more",Names on the move ahead of the open.
2/21/19 8:00,Goldman Sachs: Samsung's new foldable phone is a problem for Apple this year,"Samsung's new foldable phone represents a ""potential challenge"" for Apple, Goldman Sachs warned clients Wednesday."
2/21/19 8:30,"REFILE-Apple, Goldman Sachs to jointly launch credit card paired with iPhone - WSJ","Goldman Sachs Group Inc has teamed
up with Apple Inc to issue credit cards that will be
paired with iPhones and will help users manage their money, the
Wall Street Journal reported https://www.wsj.com/articles/apple-goldman-sachs-team-up-on-credit-card-paired-with-iphone-11550750400
on Wednesday, citing people familiar with the matter.
  
"
